"Participant.Private.ID","Participant.Status","gorillaExp","arm","Question.Key","Response","order","chatType","question","chat_condition","questionFull"
11671697,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","4","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11671697,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","4","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11671697,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","2","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11671697,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","4","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11671697,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","2","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11671818,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","4","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11671818,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","2","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11671818,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","4","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11671818,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","2","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11671818,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","1","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11671818,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","5","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11671818,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","5","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
11671818,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","3","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11671818,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","2","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11671818,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","5","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11671818,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","5","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11671818,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","3","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11672647,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","2","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11672647,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","4","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11672647,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","2","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11672647,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","3","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11672647,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","4","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11672647,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","3","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11672647,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","2","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
11672647,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","2","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11672647,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","3","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11672647,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","2","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11672647,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","2","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11672647,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","2","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11674611,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised","3","Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar"
11674611,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised","3","Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar"
11674611,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised","3","Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation"
11674611,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised","3","Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation"
11674611,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised","4","Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them"
11674611,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised","4","Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them"
11674611,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised","3","Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me"
11674611,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised","3","Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me"
11674611,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised","2","Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me"
11674611,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised","2","Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me"
11674611,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised","3","Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again"
11674611,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised","3","Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again"
11674631,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","4","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11674631,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","4","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11674631,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","4","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11674631,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","4","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11674631,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","3","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11674631,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","3","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11674631,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","4","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
11674631,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","4","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11674631,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","3","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11674631,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","3","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11674631,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","3","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11674631,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","3","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11675287,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised","4","Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar"
11675287,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised","4","Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar"
11675287,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised","5","Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation"
11675287,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised","5","Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation"
11675287,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised","1","Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them"
11675287,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised","1","Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them"
11675287,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised","5","Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me"
11675287,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised","5","Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me"
11675287,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised","1","Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me"
11675287,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised","1","Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me"
11675287,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised","5","Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again"
11675287,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised","5","Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again"
11913392,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised","2","Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar"
11913392,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised","4","Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar"
11913392,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised","4","Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation"
11913392,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised","5","Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation"
11913392,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised","4","Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them"
11913392,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised","2","Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them"
11913392,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised","4","Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me"
11913392,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised","4","Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me"
11913392,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised","4","Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me"
11913392,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised","2","Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me"
11913392,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised","4","Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again"
11913392,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised","4","Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again"
11914120,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","4","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11914120,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","4","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11914120,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","4","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11914120,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","4","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11914120,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","4","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11914120,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","4","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11914120,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","5","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
